Index	Chromosome	Position
1872	A3	77
1873	A3	71
1874	A3	72
1875	A3	72
1876	A3	72
1877	A3	81
1878	A3	79
1879	A3	77
1880	A3	7
1881	A3	81
1882	A3	78
1883	A3	81
1884	A3	79
1885	A3	18
1886	A3	83
1887	A3	79
1888	A3	74
1889	A3	76
1890	A3	79
1891	A3	72
1892	A3	76
1893	A3	77
1894	A3	76
1895	A3	79
1896	A3	12
1897	A3	74
1898	A3	75
1899	A3	79
1900	A3	75
1901	A3	83
1902	A3	83
1903	A3	85
1904	A3	84
1905	A3	83
1906	A3	80
1907	A3	79
1908	A3	82
1909	A3	81
1910	A3	9
1911	A3	85
1912	A3	76
1913	A3	83
1914	A3	76
1915	A3	85
1916	A3	84
1917	A3	86
1918	A3	85
1919	A3	0
1920	A3	86
1921	A3	82
1922	A3	86
1923	A3	86
1924	A3	86
1925	A3	8
1926	A3	76
1927	A3	86
1928	A3	81
1929	A3	86
1930	A3	83
1931	A3	84
1932	A3	84
1933	A3	82
1934	A3	79
1935	A3	81
1936	A3	83
1937	A3	82
1938	A3	81
1939	A3	81
1940	A3	81
1941	A3	9
1942	A3	81
1943	A3	82
1944	A3	84
1945	A3	8
1946	A3	81
1947	A3	86
1948	A3	79
1949	A3	83
1950	A3	81
1951	A3	85
1952	A3	87
1953	A3	87
1954	A3	9
1955	A3	82
1956	A3	87
1957	A3	82
1958	A3	85
1959	A3	85
1960	A3	86
1961	A3	86
1962	A3	86
1963	A3	85
1964	A3	87
1965	A3	83
1966	A3	86
1967	A3	85
1968	A3	8
1969	A3	88
1970	A3	86
1971	A3	87
1972	A3	84
1973	A3	88
1974	A3	86
1975	A3	85
1976	A3	85
1977	A3	88
1978	A3	88
1979	A3	89
1980	A3	85
1981	A3	8
1982	A3	87
1983	A3	88
1984	A3	86
1985	A3	86
1986	A3	88
1987	A3	88
1988	A3	96
1989	A3	90
1990	A3	86
1991	A3	86
1992	A3	89
1993	A3	90
1994	A3	86
1995	A3	89
1996	A3	87
1997	A3	87
1998	A3	87
1999	A3	87
2000	A3	84
2001	A3	87
2002	A3	89
2003	A3	91
2004	A3	86
2005	A3	85
2006	A3	87
2007	A3	91
2008	A3	91
2009	A3	90
2010	A3	92
2011	A3	86
2012	A3	87
2013	A3	84
2014	A3	87
2015	A3	90
2016	A3	82
2017	A3	91
2018	A3	91
2019	A3	87
2020	A3	86
2021	A3	88
2022	A3	89
2023	A3	8
2024	A3	86
2025	A3	88
2026	A3	90
2027	A3	0
2028	A3	90
2029	A3	87
2030	A3	89
2031	A3	89
2032	A3	92
2033	A3	84
2034	C3	16
2035	A3	84
2036	A3	86
2037	A3	86
2038	A3	86
2039	A3	91
2040	C3	18
2041	A3	90
2042	C7	82
2043	C7	81
2044	A3	89
2045	A3	90
2046	A3	90
2047	C7	83
2048	A3	89
2049	A3	91
2050	A3	14
2051	C3	21
2052	A3	14
2053	A3	91
2054	A3	91
2055	A3	90
2056	A3	91
2057	A3	92
2058	A3	91
2059	A3	92
2060	A3	91
2061	A3	8
2062	A3	91
2063	A3	8
2064	C3	24
2065	A3	93
2066	A3	90
2067	A3	95
2068	A3	93
2069	A3	92
2070	A3	92
2071	A3	90
2072	A3	88
2073	A3	91
2074	A3	90
2075	A3	89
2076	A3	92
2077	A3	93
2078	A3	91
2079	A3	10
2080	A3	92
2081	A3	92
2082	A3	91
2083	A3	91
2084	A3	92
2085	C3	18
2086	A3	93
2087	A3	93
2088	A3	92
2089	A3	86
2090	A3	86
2091	A3	91
2092	A3	90
2093	A3	90
2094	A3	94
2095	A3	93
2096	A3	91
2097	A3	92
2098	A3	92
2099	A3	94
2100	A3	95
2101	A3	92
2102	A3	91
2103	A3	94
2104	A3	94
2105	A3	93
2106	A3	95
2107	A3	94
2108	A3	94
2109	A3	94
2110	A3	95
2111	A3	9
2112	A3	93
2113	A3	94
2114	A3	92
2115	A3	94
2116	A3	93
2117	A3	95
2118	A3	92
2119	A3	92
2120	A3	92
2121	A3	94
2122	A3	94
2123	A3	97
2124	A3	91
2125	A3	87
2126	A3	89
2127	A3	94
2128	A3	98
2129	A3	94
2130	A3	10
2131	A3	96
2132	A3	94
2133	A3	98
2134	A3	94
2135	A3	93
2136	A3	96
2137	A3	94
2138	A3	94
2139	A3	94
2140	A3	98
2141	A3	93
2142	C3	19
2143	A3	10
2144	A3	93
2145	A3	96
2146	A3	99
2147	A3	96
2148	A3	94
2149	A3	96
2150	A3	96
2151	A3	9
2152	A3	97
2153	A3	97
2154	A3	97
2155	A3	98
2156	A3	91
2157	A3	95
2158	A3	96
2159	A3	99
2160	A3	94
2161	A3	99
2162	A3	96
2163	A3	91
2164	A3	96
2165	A3	96
2166	A3	92
2167	A3	96
2168	A3	96
2169	A3	97
2170	A3	95
2171	A3	95
2172	A3	95
2173	A3	95
2174	A3	97
2175	A3	95
2176	A3	93
2177	A3	93
2178	A3	88
2179	A3	93
2180	A3	94
2181	A3	98
2182	A3	97
2183	A3	96
2184	A3	98
2185	A3	94
2186	A3	17
2187	A3	98
2188	A3	98
2189	A3	99
2190	A3	99
2191	A3	96
2192	A3	99
2193	A3	97
2194	A3	98
2195	A3	99
2196	A3	100
2197	A3	98
2198	A3	94
2199	A3	100
2200	A3	0
2201	A3	11
2202	A3	17
2203	A3	1
2204	A3	15
2205	A3	12
2206	C3	8
2207	A3	13
2208	A3	16
2209	A3	18
2210	A3	18
2211	C3	24
2212	A3	21
2213	A3	19
2214	C3	24
2215	A3	16
2216	A3	16
2217	A3	18
2218	A3	21
2219	C3	23
2220	A3	14
2221	A3	15
2222	A3	14
2223	C3	9
2224	A3	1
2225	A3	6
2226	A3	12
2227	C3	16
2228	C3	30
2229	A3	26
2230	C3	22
2231	C3	23
2232	A3	16
2233	A3	23
2234	A3	30
2235	A3	30
2236	A3	11
2237	A3	26
2238	A3	37
2239	A3	11
2240	A3	16
2241	A3	20
2242	A3	23
2243	C3	10
2244	A3	33
2245	A3	2
2246	A3	14
2247	A3	17
2248	A3	1
2249	A3	17
2250	A3	23
2251	A3	35
2252	A3	22
2253	A3	17
2254	A3	21
2255	A3	6
2256	A3	20
2257	A3	15
2258	A3	21
2259	A3	1
2260	C3	35
2261	C3	15
2262	A3	31
2263	A3	32
2264	A3	11
2265	A3	18
2266	A3	21
2267	A3	22
2268	A3	21
2269	A3	29
2270	A3	35
2271	A3	22
2272	A3	24
2273	C3	5
2274	A3	23
2275	A3	49
2276	A3	13
2277	A3	24
2278	A3	34
2279	A3	24
2280	A3	36
2281	A3	21
2282	C3	21
2283	A3	10
2284	A3	21
2285	A3	23
2286	A3	17
2287	A3	23
2288	A3	21
2289	A3	33
2290	A3	17
2291	A3	1
2292	A3	24
2293	A3	18
2294	A3	17
2295	A3	35
2296	A3	11
2297	A3	17
2298	A3	11
2299	A3	39
2300	A3	36
2301	A3	15
2302	A3	27
2303	A3	1
2304	A3	26
2305	A3	26
2306	A3	35
2307	A3	26
2308	A3	39
2309	A3	30
2310	A3	24
2311	A3	28
2312	A3	26
2313	A3	32
2314	A3	26
2315	A3	2
2316	A3	20
2317	A3	15
2318	A3	25
2319	A3	34
2320	A3	34
2321	A3	35
2322	A3	24
2323	A3	25
2324	C3	4
2325	A3	27
2326	A3	41
2327	A3	33
2328	A3	24
2329	A3	28
2330	A3	54
2331	A3	23
2332	A3	41
2333	C3	32
2334	A3	28
2335	A3	27
2336	A3	25
2337	A3	26
2338	A3	28
2339	A3	21
2340	A3	31
2341	A3	26
2342	A3	27
2343	C3	57
2344	A3	29
2345	A3	25
2346	A3	25
2347	A3	33
2348	A3	26
2349	A3	34
2350	A3	29
2351	A3	29
2352	A3	26
2353	A3	27
2354	A3	25
2355	A3	28
2356	A3	32
2357	C3	7
2358	A3	31
2359	A3	3
2360	A3	26
2361	A3	34
2362	A3	34
2363	A3	31
2364	A3	27
2365	C3	28
2366	A3	33
2367	A3	19
2368	A3	39
2369	A3	31
2370	A3	32
2371	A3	31
2372	A3	24
2373	C3	34
2374	A3	27
2375	A3	30
2376	A3	36
2377	A3	29
2378	A3	36
2379	A3	32
2380	A3	29
2381	A3	37
2382	A3	33
2383	A3	43
2384	A3	38
2385	A3	28
2386	A3	41
2387	A3	40
2388	A3	42
2389	A3	29
2390	A3	41
2391	A3	27
2392	A3	6
2393	A3	33
2394	C3	13
2395	A3	44
2396	A3	44
2397	A3	44
2398	A3	44
2399	A3	44
2400	A3	36
2401	A3	39
2402	A3	28
2403	A3	28
2404	A3	29
2405	A3	28
2406	A3	29
2407	A3	33
2408	C3	8
2409	C3	11
2410	C3	11
2411	A3	37
2412	A3	59
2413	C3	29
2414	A3	32
2415	A3	30
2416	A3	30
2417	A3	30
2418	A3	60
2419	A3	3
2420	A3	40
2421	A3	3
2422	A3	36
2423	A3	31
2424	A3	31
2425	A3	42
2426	A3	30
2427	A3	39
2428	A3	39
2429	A3	33
2430	A3	44
2431	A3	44
2432	A3	44
2433	A3	30
2434	A3	3
2435	A3	31
2436	A3	31
2437	A3	31
2438	A3	30
2439	A3	30
2440	A3	31
2441	A3	33
2442	A3	42
2443	A3	46
2444	A3	35
2445	A3	2
2446	A3	45
2447	A3	37
2448	A3	36
2449	A4	4
2450	A4	42
2451	A4	5
2452	A4	30
2453	A4	43
2454	A4	53
2455	A4	45
2456	A4	4
2457	A4	5
2458	A4	3
2459	A4	5
2460	A4	43
2461	A4	54
2462	A4	5
2463	A4	39
2464	A4	8
2465	A4	35
2466	A4	44
2467	A4	44
2468	A4	37
2469	A4	36
2470	A4	37
2471	A4	41
2472	A4	40
2473	A4	43
2474	A4	47
2475	A4	40
2476	A4	45
2477	A4	45
2478	A4	44
2479	A4	54
2480	A4	46
2481	A4	47
2482	A4	40
2483	A4	40
2484	A4	7
2485	A4	36
2486	A4	46
2487	A4	44
2488	A4	41
2489	A4	44
2490	A4	47
2491	A4	39
2492	A4	9
2493	A4	44
2494	A4	43
2495	A4	38
2496	A4	57
2497	A4	43
2498	A4	45
2499	A4	39
2500	A4	40
2501	A4	49
2502	A4	40
2503	A4	47
2504	A4	47
2505	A4	39
2506	A4	48
2507	A4	1
2508	A4	47
2509	A4	44
2510	A4	44
2511	A4	61
2512	A4	55
2513	A4	5
2514	A4	45
2515	A4	42
2516	A4	53
2517	A4	50
2518	A4	61
2519	A4	7
2520	A4	42
2521	A4	46
2522	A4	44
2523	A4	63
2524	A4	55
2525	A4	53
2526	A4	50
2527	A4	59
2528	A4	49
2529	A4	49
2530	A4	56
2531	A4	50
2532	A4	47
2533	A4	5
2534	A4	20
2535	A4	53
2536	A4	55
2537	A4	63
2538	A4	55
2539	A4	45
2540	A4	66
2541	A4	61
2542	A4	50
2543	A4	45
2544	A4	66
2545	A4	45
2546	A4	66
2547	A4	66
2548	A4	9
2549	A4	9
2550	A10	21
2551	A10	19
2552	A4	26
2553	A4	56
2554	C4	61
2555	A4	59
2556	A4	67
2557	A4	8
2558	A4	67
2559	A4	67
2560	A4	52
2561	A4	69
2562	A4	52
2563	A4	55
2564	A4	52
2565	A4	12
2566	A4	63
2567	A4	52
2568	A4	61
2569	A4	64
2570	A4	61
2571	A4	55
2572	A4	53
2573	A4	9
2574	A4	59
2575	A4	62
2576	A4	57
2577	A4	57
2578	A4	62
2579	A4	41
2580	A4	8
2581	A4	7
2582	A4	54
2583	A4	53
2584	A4	61
2585	A4	8
2586	A4	48
2587	A4	65
2588	A4	7
2589	A4	62
2590	A4	62
2591	A4	70
2592	A4	61
2593	A4	50
2594	A4	55
2595	A4	51
2596	A4	55
2597	A4	58
2598	A4	62
2599	A4	58
2600	A4	58
2601	A4	57
2602	A4	64
2603	A4	10
2604	A4	64
2605	A4	8
2606	A4	63
2607	A4	71
2608	A4	71
2609	A4	9
2610	A4	8
2611	A4	63
2612	A4	51
2613	A4	67
2614	A4	56
2615	A4	55
2616	A4	53
2617	A4	62
2618	A4	61
2619	A4	71
2620	A4	73
2621	A4	8
2622	A4	27
2623	A4	61
2624	A4	59
2625	A4	74
2626	A4	60
2627	A4	61
2628	A4	68
2629	A4	66
2630	A4	68
2631	A4	69
2632	A4	68
2633	A4	60
2634	A4	61
2635	A4	70
2636	A4	62
2637	A4	7
2638	A4	62
2639	A4	76
2640	A4	59
2641	A4	71
2642	C4	85
2643	A4	58
2644	C4	64
2645	C4	63
2646	C4	75
2647	A4	8
2648	A4	8
2649	A4	10
2650	C4	66
2651	C4	75
2652	A4	51
2653	A4	77
2654	A4	60
2655	A4	65
2656	A4	73
2657	A4	67
2658	A4	9
2659	A4	71
2660	C4	64
2661	C4	66
2662	A4	74
2663	C4	67
2664	C4	37
2665	C4	69
2666	C4	76
2667	C4	76
2668	A4	72
2669	A4	67
2670	C4	78
2671	C4	77
2672	C4	74
2673	C4	67
2674	A4	69
2675	C4	65
2676	C4	78
2677	A4	76
2678	A4	74
2679	A4	74
2680	A4	74
2681	A4	68
2682	A4	77
2683	A4	70
2684	A4	78
2685	A4	75
2686	A4	77
2687	A4	76
2688	A4	76
2689	A4	76
2690	C4	79
2691	A4	78
2692	A4	8
2693	A4	10
2694	C4	83
2695	A4	8
2696	A4	81
2697	A4	79
2698	A4	71
2699	A4	84
2700	C4	70
2701	A4	78
2702	A4	82
2703	A4	82
2704	A4	82
2705	A4	81
2706	A4	84
2707	A4	84
2708	A4	7
2709	A4	82
2710	A4	83
2711	C4	86
2712	C4	86
2713	C4	86
2714	C4	86
2715	A4	83
2716	C4	87
2717	C4	87
2718	C4	84
2719	A4	85
2720	A4	85
2721	C4	86
2722	C4	87
2723	A4	84
2724	C4	86
2725	A4	84
2726	A4	82
2727	A4	84
2728	A4	87
2729	C4	86
2730	C4	85
2731	A4	86
2732	A4	11
2733	A4	84
2734	A4	87
2735	A4	87
2736	A4	85
2737	A4	84
2738	A4	84
2739	C4	87
2740	C4	85
2741	C4	86
2742	C4	86
2743	A4	83
2744	A4	86
2745	A4	88
2746	A4	8
2747	A4	12
2748	A4	10
2749	A4	84
2750	A4	85
2751	C4	90
2752	C4	90
2753	C4	91
2754	A4	90
2755	C4	89
2756	C4	88
2757	A4	90
2758	A4	89
2759	A4	90
2760	A4	84
2761	A4	88
2762	A4	91
2763	A4	89
2764	C4	90
2765	A4	85
2766	C4	90
2767	A4	78
2768	A4	92
2769	A4	92
2770	A4	91
2771	A4	89
2772	A4	92
2773	A4	91
2774	A4	12
2775	A4	12
2776	A4	89
2777	A4	91
2778	A4	90
2779	A4	92
2780	A4	12
2781	A4	94
2782	A4	92
2783	A4	94
2784	A4	11
2785	A4	92
2786	A4	93
2787	A4	93
2788	A4	13
2789	A4	95
2790	C4	97
2791	C4	85
2792	A4	92
2793	A4	96
2794	C4	95
2795	C4	96
2796	A4	93
2797	A4	92
2798	A4	92
2799	A4	92
2800	A4	94
2801	A4	92
2802	A4	93
2803	A4	93
2804	A4	93
2805	A4	94
2806	A4	92
2807	A4	93
2808	A4	94
2809	A4	93
2810	A4	93
2811	A4	94
2812	A4	93
2813	A4	93
2814	A4	93
2815	A4	93
2816	A4	94
2817	A4	91
2818	A4	94
2819	A4	93
2820	A4	94
2821	A4	94
2822	A4	94
2823	A4	94
2824	A4	93
2825	A4	14
2826	A4	94
2827	A4	93
2828	A4	94
2829	A4	94
2830	A4	10
2831	A4	94
2832	A4	95
2833	A4	95
2834	A4	96
2835	A4	95
2836	A4	97
2837	A4	15
2838	A4	97
2839	A4	97
2840	A4	97
2841	A4	97
2842	A4	97
2843	A4	97
2844	A4	98
2845	A4	98
2846	A4	95
2847	A4	97
2848	A4	11
2849	A4	14
2850	A4	14
2851	A4	15
2852	A4	15
2853	A4	10
2854	A4	11
2855	A4	15
2856	A4	16
2857	A4	14
2858	A4	13
2859	A4	13
2860	A4	16
2861	A4	10
2862	A4	16
2863	A4	14
2864	A9	33
2865	A4	1
2866	A4	16
2867	A4	14
2868	A4	12
2869	A4	0
2870	A4	14
2871	A4	1
2872	A4	14
2873	A4	1
2874	A4	18
2875	A4	1
2876	A4	13
2877	A4	2
2878	A4	13
2879	A4	14
2880	A4	14
2881	A4	13
2882	A4	14
2883	A4	14
2884	A4	13
2885	A4	14
2886	A4	17
2887	A4	16
2888	A4	17
2889	A4	0
2890	A4	17
2891	A4	15
2892	A4	17
2893	A4	18
2894	A4	18
2895	A4	14
2896	A4	19
2897	A4	19
2898	A4	19
2899	A4	15
2900	A4	15
2901	A4	17
2902	A4	19
2903	A4	17
2904	A4	1
2905	A4	20
2906	A4	1
2907	A4	17
2908	A4	17
2909	A4	3
2910	A4	16
2911	A4	33
2912	A4	15
2913	A4	20
2914	A4	17
2915	A4	28
2916	A4	17
2917	A4	2
2918	A4	21
2919	A4	19
2920	A4	22
2921	A4	18
2922	A4	19
2923	A4	28
2924	A4	19
2925	A4	21
2926	A4	21
2927	A4	19
2928	A4	19
2929	A4	19
2930	A4	28
2931	A4	35
2932	A4	35
2933	A4	35
2934	A4	20
2935	A4	28
2936	A4	23
2937	A4	30
2938	A4	28
2939	A4	62
2940	A4	31
2941	A4	2
2942	A4	34
2943	A4	28
2944	A4	22
2945	A4	22
2946	A4	31
2947	A4	28
2948	A4	5
2949	A4	32
2950	A4	29
2951	A4	40
2952	A4	28
2953	A4	39
2954	A4	40
2955	A4	39
2956	A4	39
2957	A4	2
2958	A4	34
2959	A4	35
2960	A4	2
2961	A4	22
2962	A4	22
2963	A4	22
2964	A4	21
2965	A4	24
2966	A4	21
2967	A4	24
2968	A4	22
2969	A4	23
2970	A4	24
2971	A4	24
2972	A4	21
2973	C1	58
2974	A4	1
2975	A4	21
2976	A4	23
2977	A4	23
2978	A4	28
2979	A4	29
2980	A4	22
2981	A4	28
2982	A4	23
2983	A4	29
2984	A4	15
2985	A4	27
2986	A4	2
2987	A4	2
2988	A4	24
2989	A4	26
2990	A4	3
2991	A4	3
2992	A4	3
2993	A4	30
2994	A4	28
2995	A4	27
2996	A4	23
2997	A4	27
2998	A4	51
2999	A4	56
3000	A4	27
3001	A4	27
3002	A4	4
3003	A4	42
3004	A4	2
3005	A4	48
3006	A4	3
3007	A4	27
3008	A4	24
3009	A4	29
3010	A4	32
3011	A4	39
3012	A4	26
3013	A4	36
3014	A4	33
3015	A4	36
3016	A4	38
3017	A4	37
3018	A4	32
3019	A4	34
3020	A4	35
3021	A4	35
3022	A4	4
3023	A4	35
3024	A4	27
3025	A4	31
3026	A4	2
3027	A4	42
3028	A4	34
3029	A4	34
3030	A4	39
3031	A4	35
3032	A4	35
3033	A4	34
3034	A4	2
3035	A4	32
3036	A4	35
3037	A4	2
3038	A4	35
3039	A4	32
3040	A4	30
3041	A4	42
3042	A4	29
3043	A4	31
3044	A4	36
3045	A4	30
3046	A4	34
3047	A4	40
3048	A4	31
3049	A4	35
3050	A4	32
3051	A4	3
3052	A4	3
3053	A4	4
3054	A4	31
3055	A4	29
3056	A4	36
3057	A4	38
3058	A4	35
3059	A4	43
3060	A4	43
3061	A4	1
3062	A4	3
3063	A4	41
3064	A4	49
3065	A4	32
3066	A4	35
3067	A4	39
3068	A4	34
3069	A4	30
3070	A4	33
3071	A4	34
3072	A4	41
3073	A4	39
3074	A4	44
3075	A4	41
3076	A4	48
3077	A4	48
3078	A4	35
3079	A4	49
3080	A4	36
3081	A4	49
3082	A4	37
3083	A4	48
3084	A4	46
3085	A4	42
3086	A4	4
3087	A4	2
3088	A4	46
3089	A4	46
3090	A4	36
3091	A4	42
3092	A4	51
3093	A4	43
3094	A4	48
3095	A4	46
3096	A4	40
3097	A4	52
3098	A4	37
3099	A4	36
3100	A4	41
3101	A4	42
3102	A4	40
3103	A4	36
3104	A4	44
3105	A4	51
3106	A4	40
3107	A4	37
3108	A4	4
3109	A4	53
3110	A4	42
3111	A4	42
3112	A4	52
3113	A5	49
3114	A5	52
3115	A5	42
3116	A5	40
3117	A5	45
3118	A5	46
3119	A5	35
3120	A5	45
3121	A5	35
3122	A5	0
3123	A5	46
3124	A5	48
3125	A5	37
3126	A5	36
3127	A5	57
3128	A5	46
3129	A5	3
3130	A5	48
3131	A5	37
3132	A5	37
3133	A5	37
3134	A5	39
3135	A5	38
3136	A5	41
3137	A5	42
3138	A5	55
3139	A5	51
3140	A5	45
3141	A5	53
3142	A5	4
3143	A5	1
3144	A5	50
3145	A5	46
3146	A5	46
3147	A5	54
3148	A5	46
3149	A5	5
3150	A5	47
3151	A5	5
3152	A5	47
3153	A5	49
3154	A5	5
3155	A5	52
3156	A5	56
3157	A5	9
3158	A5	50
3159	A5	6
3160	A5	50
3161	A5	52
3162	A5	6
3163	A5	46
3164	A5	5
3165	A5	7
3166	A5	61
3167	A5	8
3168	A5	6
3169	A5	51
3170	A5	6
3171	A5	5
3172	A5	9
3173	A5	50
3174	A5	48
3175	A5	10
3176	A5	52
3177	A5	49
3178	A5	9
3179	A5	9
3180	A5	49
3181	A5	44
3182	A5	51
3183	A5	41
3184	A5	44
3185	A5	1
3186	A5	44
3187	A5	51
3188	A5	58
3189	A5	55
3190	C4	1
3191	A5	9
3192	A5	56
3193	A5	52
3194	A5	49
3195	A5	52
3196	A5	56
3197	A5	51
3198	A5	46
3199	A5	49
3200	A5	7
3201	A5	56
3202	A5	39
3203	A5	53
3204	A5	56
3205	A5	56
3206	A5	8
3207	A5	53
3208	A5	63
3209	A5	53
3210	A5	56
3211	A5	57
3212	A5	53
3213	A5	48
3214	A5	48
3215	A5	10
3216	A5	10
3217	A5	63
3218	A5	48
3219	A5	53
3220	A5	43
3221	A5	50
3222	A5	48
3223	A5	64
3224	A5	48
3225	A5	48
3226	A5	64
3227	A5	55
3228	A5	57
3229	A5	52
3230	A5	57
3231	A5	48
3232	A5	55
3233	A5	48
3234	A5	48
3235	A5	55
3236	A5	52
3237	A5	9
3238	A9	63
3239	A9	62
3240	A5	9
3241	A5	10
3242	A9	64
3243	A9	63
3244	A5	68
3245	A5	46
3246	A5	50
3247	A5	50
3248	A5	57
3249	A5	51
3250	A5	54
3251	A5	49
3252	A5	53
3253	A5	54
3254	A5	51
3255	A5	54
3256	A5	58
3257	A5	46
3258	A5	48
3259	A5	48
3260	A5	46
3261	A5	50
3262	A5	46
3263	A5	48
3264	A5	41
3265	A5	57
3266	A5	54
3267	A5	62
3268	A5	7
3269	A5	53
3270	A5	63
3271	A5	55
3272	A5	52
3273	A5	54
3274	A5	12
3275	A5	52
3276	A5	58
3277	A5	9
3278	A5	11
3279	A5	11
3280	A5	58
3281	A5	57
3282	A5	57
3283	A5	54
3284	A5	56
3285	A5	56
3286	A5	55
3287	A5	11
3288	A5	10
3289	A5	58
3290	A5	65
3291	A5	64
3292	A5	11
3293	A5	55
3294	A5	57
3295	A5	51
3296	A5	54
3297	A5	11
3298	A5	55
3299	A5	1
3300	A5	55
3301	A5	55
3302	A5	53
3303	A5	56
3304	A5	58
3305	A5	54
3306	A5	57
3307	A5	60
3308	A5	57
3309	A5	61
3310	A5	59
3311	A5	53
3312	A5	60
3313	A5	60
3314	A5	60
3315	A5	58
3316	A5	58
3317	A5	12
3318	A5	58
3319	A5	58
3320	A5	61
3321	A5	74
3322	A5	45
3323	A5	60
3324	A5	70
3325	A5	47
3326	A5	55
3327	A5	58
3328	A5	60
3329	A5	59
3330	A5	61
3331	A5	64
3332	A5	16
3333	A5	58
3334	C5	63
3335	A5	63
3336	A5	60
3337	A5	74
3338	A5	58
3339	A5	65
3340	A5	62
3341	A5	62
3342	A5	61
3343	A5	61
3344	A5	66
3345	A5	66
3346	A5	13
3347	A5	64
3348	A5	59
3349	A5	66
3350	A5	13
3351	A5	61
3352	A5	51
3353	A5	63
3354	A5	57
3355	A5	60
3356	C5	56
3357	A5	64
3358	A5	68
3359	A5	66
3360	A5	71
3361	A5	1
3362	A5	65
3363	A5	61
3364	A5	69
3365	A5	62
3366	A5	62
3367	A5	83
3368	A5	71
3369	A5	73
3370	A5	62
3371	A5	70
3372	A5	78
3373	A5	73
3374	A5	69
3375	A5	72
3376	A5	67
3377	A5	64
3378	A5	71
3379	A5	71
3380	A5	74
3381	A5	14
3382	A5	73
3383	A5	72
3384	C5	67
3385	A5	69
3386	A5	85
3387	A5	85
3388	A5	65
3389	A5	15
3390	A5	69
3391	A5	70
3392	A5	68
3393	A5	15
3394	A5	73
3395	A5	66
3396	A5	76
3397	A5	72
3398	A5	17
3399	A5	67
3400	A5	68
3401	A5	76
3402	A5	68
3403	A5	67
3404	A5	69
3405	A5	70
3406	A5	64
3407	A5	72
3408	A5	75
3409	A5	65
3410	A5	73
3411	A5	69
3412	A5	69
3413	A5	14
3414	A5	79
3415	A5	77
3416	A5	85
3417	A5	75
3418	A5	74
3419	A5	77
3420	A5	84
3421	A5	73
3422	A5	68
3423	A5	86
3424	A5	86
3425	A5	86
3426	A5	15
3427	A5	12
3428	A5	72
3429	A5	71
3430	A5	87
3431	A5	77
3432	A5	77
3433	A5	83
3434	A5	75
3435	A5	66
3436	A5	76
3437	A5	72
3438	A5	76
3439	A5	77
3440	A5	78
3441	A5	81
3442	A5	76
3443	A5	91
3444	A5	84
3445	A5	84
3446	A5	77
3447	A5	83
3448	A5	90
3449	A5	14
3450	A5	14
3451	A5	73
3452	A5	15
3453	A5	57
3454	A5	78
3455	A5	78
3456	A5	78
3457	A5	78
3458	A5	73
3459	A5	85
3460	A5	87
3461	A5	89
3462	A5	89
3463	A5	90
3464	A5	90
3465	A5	79
3466	A5	90
3467	A5	87
3468	A5	92
3469	A5	89
3470	A5	88
3471	A5	85
3472	A5	91
3473	C4	16
3474	A5	78
3475	A5	87
3476	A5	92
3477	A5	89
3478	A5	94
3479	A5	87
3480	A5	15
3481	A5	90
3482	A5	15
3483	A5	88
3484	A5	87
3485	A5	90
3486	A5	90
3487	A5	86
3488	A5	85
3489	A5	92
3490	A5	91
3491	A5	93
3492	A5	15
3493	A5	95
3494	A5	89
3495	C5	92
3496	A5	95
3497	C5	92
3498	A5	86
3499	A5	91
3500	C5	88
3501	A5	95
3502	A5	99
3503	A5	98
3504	A5	100
3505	A5	97
3506	A5	90
3507	A5	100
3508	A5	95
3509	A5	91
3510	A5	85
3511	A5	93
3512	A5	97
3513	A5	100
3514	A5	91
3515	A5	89
3516	A5	100
3517	A5	12
3518	A5	12
3519	A5	0
3520	A5	16
3521	A5	17
3522	A5	16
3523	A5	3
3524	A5	18
3525	A5	18
3526	A5	4
3527	A5	15
3528	A5	17
3529	A5	20
3530	A5	16
3531	A5	16
3532	A5	20
3533	A5	19
3534	A5	21
3535	A5	21
3536	A5	22
3537	A5	22
3538	A5	21
3539	A5	12
3540	A5	20
3541	A5	19
3542	A5	23
3543	A5	22
3544	A5	23
3545	A5	22
3546	A5	21
3547	A5	20
3548	A5	23
3549	A5	23
3550	A5	21
3551	A5	20
3552	A5	20
3553	A1	17
3554	A5	20
3555	A5	21
3556	A5	21
3557	A5	23
3558	A5	23
3559	A5	22
3560	A5	1
3561	A5	23
3562	A5	20
3563	A5	21
3564	A5	23
3565	A5	0
3566	A5	26
3567	A5	27
3568	A5	26
3569	A5	4
3570	A5	27
3571	A5	25
3572	A5	23
3573	A5	16
3574	A5	23
3575	A5	19
3576	A5	26
3577	A5	27
3578	A5	27
3579	A5	26
3580	A5	28
3581	A5	26
3582	A5	27
3583	A5	26
3584	A5	19
3585	C4	29
3586	A5	28
3587	A5	28
3588	A5	26
3589	A5	28
3590	A5	29
3591	A5	30
3592	A5	22
3593	A5	26
3594	A5	33
3595	A5	27
3596	C4	5
3597	A5	31
3598	A5	30
3599	A5	43
3600	A5	30
3601	A5	28
3602	A5	28
3603	A5	3
3604	A5	30
3605	A5	29
3606	A5	29
3607	A5	28
3608	A5	32
3609	A5	29
3610	A5	29
3611	A5	28
3612	A5	33
3613	A5	32
3614	A5	34
3615	A5	32
3616	A5	33
3617	A5	33
3618	A5	27
3619	A5	33
