Index	Chromosome	Position
1721	A3	56
1759	A3	56
1775	A3	56
1532	A3	57
1538	A3	57
1541	A3	57
1566	A3	57
1588	A3	57
1590	A3	57
1597	A3	57
1639	A3	57
1640	A3	57
1660	A3	57
1663	A3	57
1680	A3	57
1723	A3	57
1724	A3	57
1773	A3	57
1561	A3	58
1610	A3	58
1612	A3	58
1654	A3	58
1662	A3	58
1671	A3	58
1691	A3	58
1725	A3	58
1753	A3	58
1618	A3	59
1642	A3	59
1690	A3	59
1697	A3	59
1698	A3	59
1699	A3	59
1700	A3	59
1719	A3	59
1755	A3	59
2412	A3	59
8581	A3	59
12138	A3	59
1595	A3	60
1596	A3	60
1602	A3	60
1623	A3	60
1646	A3	60
1653	A3	60
1669	A3	60
1670	A3	60
1674	A3	60
1693	A3	60
1694	A3	60
1695	A3	60
2418	A3	60
8375	A3	60
1656	A3	61
1666	A3	61
1701	A3	61
1708	A3	61
1709	A3	61
1712	A3	61
1731	A3	61
1758	A3	61
13445	A3	61
1617	A3	62
1689	A3	62
1744	A3	62
1752	A3	62
1754	A3	62
1757	A3	62
1760	A3	62
1762	A3	62
1638	A3	63
1645	A3	63
1686	A3	63
1770	A3	63
10300	A3	63
1622	A3	64
1647	A3	64
1673	A3	64
1746	A3	64
1763	A3	64
1779	A3	64
1782	A3	64
1685	A3	65
1702	A3	65
1705	A3	65
1728	A3	65
1741	A3	65
1771	A3	65
1772	A3	65
1774	A3	65
1785	A3	65
1798	A3	65
1688	A3	66
1742	A3	66
1789	A3	66
1792	A3	66
1794	A3	66
1796	A3	66
1800	A3	66
1823	A3	66
1710	A3	67
1713	A3	67
1718	A3	67
1743	A3	67
1756	A3	67
1764	A3	67
1765	A3	67
1797	A3	67
1808	A3	67
1809	A3	67
1810	A3	67
1813	A3	67
1822	A3	67
1684	A3	68
1711	A3	68
1716	A3	68
1747	A3	68
1766	A3	68
1776	A3	68
1778	A3	68
1788	A3	68
1811	A3	68
1812	A3	68
1651	A3	69
1703	A3	69
1704	A3	69
1732	A3	69
1733	A3	69
1738	A3	69
1745	A3	69
1781	A3	69
1783	A3	69
1795	A3	69
1807	A3	69
1816	A3	69
1847	A3	69
1848	A3	69
1849	A3	69
1858	A3	69
1865	A3	69
1717	A3	70
1735	A3	70
1750	A3	70
1793	A3	70
1815	A3	70
1831	A3	70
1856	A3	70
1857	A3	70
1866	A3	70
1870	A3	70
8382	A3	70
1714	A3	71
1715	A3	71
1739	A3	71
1803	A3	71
1804	A3	71
1805	A3	71
1806	A3	71
1817	A3	71
1824	A3	71
1855	A3	71
1859	A3	71
1867	A3	71
1873	A3	71
8146	A3	71
12621	A3	71
13710	A3	71
1761	A3	72
1784	A3	72
1801	A3	72
1802	A3	72
1818	A3	72
1820	A3	72
1851	A3	72
1871	A3	72
1874	A3	72
1875	A3	72
1876	A3	72
1891	A3	72
7129	A3	72
8353	A3	72
12125	A3	72
1777	A3	73
1780	A3	73
1799	A3	73
1826	A3	73
1829	A3	73
1830	A3	73
1853	A3	73
1868	A3	73
1679	A3	74
1786	A3	74
1825	A3	74
1832	A3	74
1843	A3	74
1844	A3	74
1888	A3	74
1897	A3	74
5945	A3	74
7131	A3	74
10554	A3	74
1734	A3	75
1837	A3	75
1839	A3	75
1841	A3	75
1845	A3	75
1850	A3	75
1860	A3	75
1898	A3	75
1900	A3	75
1634	A3	76
1835	A3	76
1836	A3	76
1840	A3	76
1852	A3	76
1869	A3	76
1889	A3	76
1892	A3	76
1894	A3	76
1912	A3	76
1914	A3	76
1926	A3	76
1833	A3	77
1834	A3	77
1861	A3	77
1863	A3	77
1864	A3	77
1872	A3	77
1879	A3	77
1893	A3	77
1821	A3	78
1842	A3	78
1862	A3	78
1882	A3	78
1878	A3	79
1884	A3	79
1887	A3	79
1890	A3	79
1895	A3	79
1899	A3	79
1907	A3	79
1934	A3	79
1948	A3	79
8129	A3	79
8313	A3	79
1906	A3	80
1828	A3	81
1877	A3	81
1881	A3	81
1883	A3	81
1909	A3	81
1928	A3	81
1935	A3	81
1938	A3	81
1939	A3	81
1940	A3	81
1942	A3	81
1946	A3	81
1950	A3	81
8181	A3	81
1908	A3	82
1921	A3	82
1933	A3	82
1937	A3	82
1943	A3	82
1955	A3	82
1957	A3	82
2016	A3	82
1886	A3	83
1901	A3	83
1902	A3	83
1905	A3	83
1913	A3	83
1930	A3	83
1936	A3	83
1949	A3	83
1965	A3	83
1904	A3	84
1916	A3	84
1931	A3	84
1932	A3	84
1944	A3	84
1972	A3	84
2000	A3	84
2013	A3	84
2033	A3	84
2035	A3	84
1838	A3	85
1903	A3	85
1911	A3	85
1915	A3	85
1918	A3	85
1951	A3	85
1958	A3	85
1959	A3	85
1963	A3	85
1967	A3	85
1975	A3	85
1976	A3	85
1980	A3	85
2005	A3	85
8227	A3	85
1917	A3	86
1920	A3	86
1922	A3	86
1923	A3	86
1924	A3	86
1927	A3	86
1929	A3	86
1947	A3	86
1960	A3	86
1961	A3	86
1962	A3	86
1966	A3	86
1970	A3	86
1974	A3	86
1984	A3	86
1985	A3	86
1990	A3	86
1991	A3	86
1994	A3	86
2004	A3	86
2011	A3	86
2020	A3	86
2024	A3	86
2036	A3	86
2037	A3	86
2038	A3	86
2089	A3	86
2090	A3	86
13692	A3	86
1952	A3	87
1953	A3	87
1956	A3	87
1964	A3	87
1971	A3	87
1982	A3	87
1996	A3	87
1997	A3	87
1998	A3	87
1999	A3	87
2001	A3	87
2006	A3	87
2012	A3	87
2014	A3	87
2019	A3	87
2029	A3	87
2125	A3	87
1969	A3	88
1973	A3	88
1977	A3	88
1978	A3	88
1983	A3	88
1986	A3	88
1987	A3	88
2021	A3	88
2025	A3	88
2072	A3	88
2178	A3	88
1979	A3	89
1992	A3	89
1995	A3	89
2002	A3	89
2022	A3	89
2030	A3	89
2031	A3	89
2044	A3	89
2048	A3	89
2075	A3	89
2126	A3	89
8235	A3	89
1989	A3	90
1993	A3	90
2009	A3	90
2015	A3	90
2026	A3	90
2028	A3	90
2041	A3	90
2045	A3	90
2046	A3	90
2055	A3	90
2066	A3	90
2071	A3	90
2074	A3	90
2092	A3	90
2093	A3	90
2003	A3	91
2007	A3	91
2008	A3	91
2017	A3	91
2018	A3	91
2039	A3	91
2049	A3	91
2053	A3	91
2054	A3	91
2056	A3	91
2058	A3	91
2060	A3	91
2062	A3	91
2073	A3	91
2078	A3	91
2082	A3	91
2083	A3	91
2091	A3	91
2096	A3	91
2102	A3	91
2124	A3	91
2156	A3	91
2163	A3	91
13674	A3	91
2010	A3	92
2032	A3	92
2057	A3	92
2059	A3	92
2069	A3	92
2070	A3	92
2076	A3	92
2080	A3	92
2081	A3	92
2084	A3	92
2088	A3	92
2097	A3	92
2098	A3	92
2101	A3	92
2114	A3	92
2118	A3	92
2119	A3	92
2120	A3	92
2166	A3	92
2065	A3	93
2068	A3	93
2077	A3	93
2086	A3	93
2087	A3	93
2095	A3	93
2105	A3	93
2112	A3	93
2116	A3	93
2135	A3	93
2141	A3	93
2144	A3	93
2176	A3	93
2177	A3	93
2179	A3	93
8455	A3	93
2094	A3	94
2099	A3	94
2103	A3	94
2104	A3	94
2107	A3	94
2108	A3	94
2109	A3	94
2113	A3	94
2115	A3	94
2121	A3	94
2122	A3	94
2127	A3	94
2129	A3	94
2132	A3	94
2134	A3	94
2137	A3	94
2138	A3	94
2139	A3	94
2148	A3	94
2160	A3	94
2180	A3	94
2185	A3	94
2198	A3	94
8403	A3	94
2067	A3	95
2100	A3	95
2106	A3	95
2110	A3	95
2117	A3	95
2157	A3	95
2170	A3	95
2171	A3	95
2172	A3	95
2173	A3	95
2175	A3	95
306	A3	96
1988	A3	96
2131	A3	96
2136	A3	96
2145	A3	96
2147	A3	96
2149	A3	96
2150	A3	96
2158	A3	96
2162	A3	96
2164	A3	96
2165	A3	96
2167	A3	96
2168	A3	96
2183	A3	96
2191	A3	96
8418	A3	96
2123	A3	97
2152	A3	97
2153	A3	97
2154	A3	97
2169	A3	97
2174	A3	97
2182	A3	97
2193	A3	97
2128	A3	98
2133	A3	98
2140	A3	98
2155	A3	98
2181	A3	98
2184	A3	98
2187	A3	98
2188	A3	98
2194	A3	98
2197	A3	98
8402	A3	98
13598	A3	98
13616	A3	98
2146	A3	99
2159	A3	99
2161	A3	99
2189	A3	99
2190	A3	99
2192	A3	99
2195	A3	99
10900	A3	99
13595	A3	99
13596	A3	99
13597	A3	99
13599	A3	99
2196	A3	100
2199	A3	100
2869	A4	0
2889	A4	0
2507	A4	1
2865	A4	1
2871	A4	1
2873	A4	1
2875	A4	1
2904	A4	1
2906	A4	1
2974	A4	1
3061	A4	1
9849	A4	1
2877	A4	2
2917	A4	2
2941	A4	2
2957	A4	2
2960	A4	2
2986	A4	2
2987	A4	2
3004	A4	2
3026	A4	2
3034	A4	2
3037	A4	2
3087	A4	2
11539	A4	2
2458	A4	3
2909	A4	3
2990	A4	3
2991	A4	3
2992	A4	3
3006	A4	3
3051	A4	3
3052	A4	3
3062	A4	3
2449	A4	4
2456	A4	4
3002	A4	4
3022	A4	4
3053	A4	4
3086	A4	4
3108	A4	4
2451	A4	5
2457	A4	5
2459	A4	5
2462	A4	5
2513	A4	5
2533	A4	5
2948	A4	5
2484	A4	7
2519	A4	7
2581	A4	7
2588	A4	7
2637	A4	7
2708	A4	7
2464	A4	8
2557	A4	8
2580	A4	8
2585	A4	8
2605	A4	8
2610	A4	8
2621	A4	8
2647	A4	8
2648	A4	8
2692	A4	8
2695	A4	8
2746	A4	8
2492	A4	9
2548	A4	9
2549	A4	9
2573	A4	9
2609	A4	9
2658	A4	9
2603	A4	10
2649	A4	10
2693	A4	10
2748	A4	10
2830	A4	10
2853	A4	10
2861	A4	10
2732	A4	11
2784	A4	11
2848	A4	11
2854	A4	11
2565	A4	12
2747	A4	12
2774	A4	12
2775	A4	12
2780	A4	12
2868	A4	12
2788	A4	13
2858	A4	13
2859	A4	13
2876	A4	13
2878	A4	13
2881	A4	13
2884	A4	13
2825	A4	14
2849	A4	14
2850	A4	14
2857	A4	14
2863	A4	14
2867	A4	14
2870	A4	14
2872	A4	14
2879	A4	14
2880	A4	14
2882	A4	14
2883	A4	14
2885	A4	14
2895	A4	14
2837	A4	15
2851	A4	15
2852	A4	15
2855	A4	15
2891	A4	15
2899	A4	15
2900	A4	15
2912	A4	15
2984	A4	15
2856	A4	16
2860	A4	16
2862	A4	16
2866	A4	16
2887	A4	16
2910	A4	16
2886	A4	17
2888	A4	17
2890	A4	17
2892	A4	17
2901	A4	17
2903	A4	17
2907	A4	17
2908	A4	17
2914	A4	17
2916	A4	17
2874	A4	18
2893	A4	18
2894	A4	18
2921	A4	18
13463	A4	18
13606	A4	18
13607	A4	18
2896	A4	19
2897	A4	19
2898	A4	19
2902	A4	19
2919	A4	19
2922	A4	19
2924	A4	19
2927	A4	19
2928	A4	19
2929	A4	19
2534	A4	20
2905	A4	20
2913	A4	20
2934	A4	20
2918	A4	21
2925	A4	21
2926	A4	21
2964	A4	21
2966	A4	21
2972	A4	21
2975	A4	21
2920	A4	22
2944	A4	22
2945	A4	22
2961	A4	22
2962	A4	22
2963	A4	22
2968	A4	22
2980	A4	22
13654	A4	22
2936	A4	23
2969	A4	23
2976	A4	23
2977	A4	23
2982	A4	23
2996	A4	23
13425	A4	23
2965	A4	24
2967	A4	24
2970	A4	24
2971	A4	24
2988	A4	24
3008	A4	24
13605	A4	24
2552	A4	26
2989	A4	26
3012	A4	26
13428	A4	26
2622	A4	27
2985	A4	27
2995	A4	27
2997	A4	27
3000	A4	27
3001	A4	27
3007	A4	27
3024	A4	27
2915	A4	28
2923	A4	28
2930	A4	28
2935	A4	28
2938	A4	28
2943	A4	28
2947	A4	28
2952	A4	28
2978	A4	28
2981	A4	28
2994	A4	28
13604	A4	28
2950	A4	29
2979	A4	29
2983	A4	29
3009	A4	29
3042	A4	29
3055	A4	29
2452	A4	30
2937	A4	30
2993	A4	30
3040	A4	30
3045	A4	30
3069	A4	30
13668	A4	30
2940	A4	31
2946	A4	31
3025	A4	31
3043	A4	31
3048	A4	31
3054	A4	31
2949	A4	32
3010	A4	32
3018	A4	32
3035	A4	32
3039	A4	32
3050	A4	32
3065	A4	32
9154	A4	32
10600	A4	32
2911	A4	33
3014	A4	33
3070	A4	33
11649	A4	33
2942	A4	34
2958	A4	34
3019	A4	34
3028	A4	34
3029	A4	34
3033	A4	34
3046	A4	34
3068	A4	34
3071	A4	34
9152	A4	34
2465	A4	35
2931	A4	35
2932	A4	35
2933	A4	35
2959	A4	35
3020	A4	35
3021	A4	35
3023	A4	35
3031	A4	35
3032	A4	35
3036	A4	35
3038	A4	35
3049	A4	35
3058	A4	35
3066	A4	35
3078	A4	35
4328	A4	35
4329	A4	35
2469	A4	36
2485	A4	36
3013	A4	36
3015	A4	36
3044	A4	36
3056	A4	36
3080	A4	36
3090	A4	36
3099	A4	36
3103	A4	36
11813	A4	36
2468	A4	37
2470	A4	37
3017	A4	37
3082	A4	37
3098	A4	37
3107	A4	37
11602	A4	37
2495	A4	38
3016	A4	38
3057	A4	38
2463	A4	39
2491	A4	39
2499	A4	39
2505	A4	39
2953	A4	39
2955	A4	39
2956	A4	39
3011	A4	39
3030	A4	39
3067	A4	39
3073	A4	39
4327	A4	39
2472	A4	40
2475	A4	40
2482	A4	40
2483	A4	40
2500	A4	40
2502	A4	40
2951	A4	40
2954	A4	40
3047	A4	40
3096	A4	40
3102	A4	40
3106	A4	40
2471	A4	41
2488	A4	41
2579	A4	41
3063	A4	41
3072	A4	41
3075	A4	41
3100	A4	41
10599	A4	41
2450	A4	42
2515	A4	42
2520	A4	42
3003	A4	42
3027	A4	42
3041	A4	42
3085	A4	42
3091	A4	42
3101	A4	42
3110	A4	42
3111	A4	42
4322	A4	42
4325	A4	42
4330	A4	42
9935	A4	42
2453	A4	43
2460	A4	43
2473	A4	43
2494	A4	43
2497	A4	43
3059	A4	43
3060	A4	43
3093	A4	43
7519	A4	43
2466	A4	44
2467	A4	44
2478	A4	44
2487	A4	44
2489	A4	44
2493	A4	44
2509	A4	44
2510	A4	44
2522	A4	44
3074	A4	44
3104	A4	44
2455	A4	45
2476	A4	45
2477	A4	45
2498	A4	45
2514	A4	45
2539	A4	45
2543	A4	45
2545	A4	45
2480	A4	46
2486	A4	46
2521	A4	46
3084	A4	46
3088	A4	46
3089	A4	46
3095	A4	46
2474	A4	47
2481	A4	47
2490	A4	47
2503	A4	47
2504	A4	47
2508	A4	47
2532	A4	47
4323	A4	47
4324	A4	47
4326	A4	47
2506	A4	48
2586	A4	48
3005	A4	48
3076	A4	48
3077	A4	48
3083	A4	48
3094	A4	48
11650	A4	48
2501	A4	49
2528	A4	49
2529	A4	49
3064	A4	49
3079	A4	49
3081	A4	49
9920	A4	49
12583	A4	49
2517	A4	50
2526	A4	50
2531	A4	50
2542	A4	50
2593	A4	50
12584	A4	50
2595	A4	51
2612	A4	51
2652	A4	51
2998	A4	51
3092	A4	51
3105	A4	51
13699	A4	51
2560	A4	52
2562	A4	52
2564	A4	52
2567	A4	52
3097	A4	52
3112	A4	52
2454	A4	53
2516	A4	53
2525	A4	53
2535	A4	53
2572	A4	53
2583	A4	53
2616	A4	53
3109	A4	53
13650	A4	53
2461	A4	54
2479	A4	54
2582	A4	54
13349	A4	54
2512	A4	55
2524	A4	55
2536	A4	55
2538	A4	55
2563	A4	55
2571	A4	55
2594	A4	55
2596	A4	55
2615	A4	55
2530	A4	56
2553	A4	56
2614	A4	56
2999	A4	56
2496	A4	57
2576	A4	57
2577	A4	57
2601	A4	57
2597	A4	58
2599	A4	58
2600	A4	58
2643	A4	58
2527	A4	59
2555	A4	59
2574	A4	59
2624	A4	59
2640	A4	59
12871	A4	59
2626	A4	60
2633	A4	60
2654	A4	60
13340	A4	60
2511	A4	61
2518	A4	61
2541	A4	61
2568	A4	61
2570	A4	61
2584	A4	61
2592	A4	61
2618	A4	61
2623	A4	61
2627	A4	61
2634	A4	61
2575	A4	62
2578	A4	62
2589	A4	62
2590	A4	62
2598	A4	62
2617	A4	62
2636	A4	62
2638	A4	62
2939	A4	62
9876	A4	62
12579	A4	62
2523	A4	63
2537	A4	63
2566	A4	63
2606	A4	63
2611	A4	63
2569	A4	64
2602	A4	64
2604	A4	64
2587	A4	65
2655	A4	65
9463	A4	65
2540	A4	66
2544	A4	66
2546	A4	66
2547	A4	66
2629	A4	66
2556	A4	67
2558	A4	67
2559	A4	67
2613	A4	67
2657	A4	67
2669	A4	67
12047	A4	67
2628	A4	68
2630	A4	68
2632	A4	68
2681	A4	68
2561	A4	69
2631	A4	69
2674	A4	69
2591	A4	70
2635	A4	70
2683	A4	70
2607	A4	71
2608	A4	71
2619	A4	71
2641	A4	71
2659	A4	71
2698	A4	71
13690	A4	71
2668	A4	72
2620	A4	73
2656	A4	73
7005	A4	73
12833	A4	73
2625	A4	74
2662	A4	74
2678	A4	74
2679	A4	74
2680	A4	74
2685	A4	75
2639	A4	76
2677	A4	76
2687	A4	76
2688	A4	76
2689	A4	76
2653	A4	77
2682	A4	77
2686	A4	77
7018	A4	77
2684	A4	78
2691	A4	78
2701	A4	78
2767	A4	78
2697	A4	79
2696	A4	81
2705	A4	81
2702	A4	82
2703	A4	82
2704	A4	82
2709	A4	82
2726	A4	82
2710	A4	83
2715	A4	83
2743	A4	83
2699	A4	84
2706	A4	84
2707	A4	84
2723	A4	84
2725	A4	84
2727	A4	84
2733	A4	84
2737	A4	84
2738	A4	84
2749	A4	84
2760	A4	84
9952	A4	84
2719	A4	85
2720	A4	85
2736	A4	85
2750	A4	85
2765	A4	85
9955	A4	85
2731	A4	86
2744	A4	86
9950	A4	86
2728	A4	87
2734	A4	87
2735	A4	87
2745	A4	88
2761	A4	88
2758	A4	89
2763	A4	89
2771	A4	89
2776	A4	89
2754	A4	90
2757	A4	90
2759	A4	90
2778	A4	90
12249	A4	90
2762	A4	91
2770	A4	91
2773	A4	91
2777	A4	91
2817	A4	91
2768	A4	92
2769	A4	92
2772	A4	92
2779	A4	92
2782	A4	92
2785	A4	92
2792	A4	92
2797	A4	92
2798	A4	92
2799	A4	92
2801	A4	92
2806	A4	92
2786	A4	93
2787	A4	93
2796	A4	93
2802	A4	93
2803	A4	93
2804	A4	93
2807	A4	93
2809	A4	93
2810	A4	93
2812	A4	93
2813	A4	93
2814	A4	93
2815	A4	93
2819	A4	93
2824	A4	93
2827	A4	93
2781	A4	94
2783	A4	94
2800	A4	94
2805	A4	94
2808	A4	94
2811	A4	94
2816	A4	94
2818	A4	94
2820	A4	94
2821	A4	94
2822	A4	94
2823	A4	94
2826	A4	94
2828	A4	94
2829	A4	94
2831	A4	94
2789	A4	95
2832	A4	95
2833	A4	95
2835	A4	95
2846	A4	95
2793	A4	96
2834	A4	96
2836	A4	97
2838	A4	97
2839	A4	97
2840	A4	97
2841	A4	97
2842	A4	97
2843	A4	97
2847	A4	97
2844	A4	98
2845	A4	98
396	A4	99
397	A4	99
398	A4	99
385	A4	100
386	A4	100
387	A4	100
388	A4	100
393	A4	100
394	A4	100
395	A4	100
3122	A5	0
3519	A5	0
3565	A5	0
3659	A5	0
3668	A5	0
3749	A5	0
3143	A5	1
3185	A5	1
3299	A5	1
3361	A5	1
3560	A5	1
13002	A5	1
3638	A5	2
3691	A5	2
3729	A5	2
3744	A5	2
3129	A5	3
3523	A5	3
3603	A5	3
3710	A5	3
3714	A5	3
3715	A5	3
3720	A5	3
3721	A5	3
3724	A5	3
3732	A5	3
3750	A5	3
3142	A5	4
3526	A5	4
3569	A5	4
3655	A5	4
3695	A5	4
3722	A5	4
3725	A5	4
3734	A5	4
3149	A5	5
3151	A5	5
3154	A5	5
3164	A5	5
3171	A5	5
3733	A5	5
3736	A5	5
3740	A5	5
3755	A5	5
3757	A5	5
3159	A5	6
3162	A5	6
3168	A5	6
3170	A5	6
3165	A5	7
3200	A5	7
3268	A5	7
3167	A5	8
3206	A5	8
3157	A5	9
3172	A5	9
3178	A5	9
3179	A5	9
3191	A5	9
3237	A5	9
3240	A5	9
3277	A5	9
3175	A5	10
3215	A5	10
3216	A5	10
3241	A5	10
3288	A5	10
13513	A5	10
3278	A5	11
3279	A5	11
3287	A5	11
3292	A5	11
3297	A5	11
3274	A5	12
3317	A5	12
3427	A5	12
3517	A5	12
3518	A5	12
3539	A5	12
3346	A5	13
3350	A5	13
3381	A5	14
3413	A5	14
3449	A5	14
3450	A5	14
3389	A5	15
3393	A5	15
3426	A5	15
3452	A5	15
3480	A5	15
3482	A5	15
3492	A5	15
3527	A5	15
3332	A5	16
3520	A5	16
3522	A5	16
3530	A5	16
3531	A5	16
3573	A5	16
3398	A5	17
3521	A5	17
3528	A5	17
3524	A5	18
3525	A5	18
7897	A5	18
9520	A5	18
3533	A5	19
3541	A5	19
3575	A5	19
3584	A5	19
3529	A5	20
3532	A5	20
3540	A5	20
3547	A5	20
3551	A5	20
3552	A5	20
3554	A5	20
3562	A5	20
3534	A5	21
3535	A5	21
3538	A5	21
3546	A5	21
3550	A5	21
3555	A5	21
3556	A5	21
3563	A5	21
9515	A5	21
3536	A5	22
3537	A5	22
3543	A5	22
3545	A5	22
3559	A5	22
3592	A5	22
3542	A5	23
3544	A5	23
3548	A5	23
3549	A5	23
3557	A5	23
3558	A5	23
3561	A5	23
3564	A5	23
3572	A5	23
3574	A5	23
3571	A5	25
3566	A5	26
3568	A5	26
3576	A5	26
3579	A5	26
3581	A5	26
3583	A5	26
3588	A5	26
3593	A5	26
3670	A5	26
7907	A5	26
3567	A5	27
3570	A5	27
3577	A5	27
3578	A5	27
3582	A5	27
3595	A5	27
3618	A5	27
3580	A5	28
3586	A5	28
3587	A5	28
3589	A5	28
3601	A5	28
3602	A5	28
3607	A5	28
3611	A5	28
3628	A5	28
3629	A5	28
3649	A5	28
3704	A5	28
3705	A5	28
3590	A5	29
3605	A5	29
3606	A5	29
3609	A5	29
3610	A5	29
3652	A5	29
3753	A5	29
13670	A5	29
13671	A5	29
3591	A5	30
3598	A5	30
3600	A5	30
3604	A5	30
3643	A5	30
3669	A5	30
3688	A5	30
3597	A5	31
3627	A5	31
3632	A5	31
3653	A5	31
3654	A5	31
3660	A5	31
3671	A5	31
3673	A5	31
3674	A5	31
3675	A5	31
3694	A5	31
3708	A5	31
3608	A5	32
3613	A5	32
3615	A5	32
3624	A5	32
3625	A5	32
3631	A5	32
3633	A5	32
3640	A5	32
3641	A5	32
3672	A5	32
3696	A5	32
3702	A5	32
3594	A5	33
3612	A5	33
3616	A5	33
3617	A5	33
3619	A5	33
3658	A5	33
3661	A5	33
3663	A5	33
3664	A5	33
3687	A5	33
3689	A5	33
3703	A5	33
3728	A5	33
3746	A5	33
3747	A5	33
3752	A5	33
7019	A5	33
13183	A5	33
13184	A5	33
3614	A5	34
3621	A5	34
3622	A5	34
3637	A5	34
3639	A5	34
3647	A5	34
3648	A5	34
3650	A5	34
3657	A5	34
3662	A5	34
3665	A5	34
3676	A5	34
3700	A5	34
3701	A5	34
3709	A5	34
13676	A5	34
3119	A5	35
3121	A5	35
3620	A5	35
3623	A5	35
3634	A5	35
3635	A5	35
3636	A5	35
3642	A5	35
3656	A5	35
3677	A5	35
3682	A5	35
3683	A5	35
3686	A5	35
3699	A5	35
3706	A5	35
3707	A5	35
3748	A5	35
9431	A5	35
3126	A5	36
3644	A5	36
3646	A5	36
3651	A5	36
13185	A5	36
3125	A5	37
3131	A5	37
3132	A5	37
3133	A5	37
3626	A5	37
3678	A5	37
3681	A5	37
10339	A5	37
3135	A5	38
3645	A5	38
3667	A5	38
3679	A5	38
3684	A5	38
3685	A5	38
3134	A5	39
3202	A5	39
3666	A5	39
3698	A5	39
3116	A5	40
3690	A5	40
3697	A5	40
3711	A5	40
3136	A5	41
3183	A5	41
3264	A5	41
3692	A5	41
3115	A5	42
3137	A5	42
3220	A5	43
3599	A5	43
3693	A5	43
3758	A5	43
4006	A5	43
5389	A5	43
3181	A5	44
3184	A5	44
3186	A5	44
3754	A5	44
3117	A5	45
3120	A5	45
3140	A5	45
3322	A5	45
3751	A5	45
3756	A5	45
13628	A5	45
13666	A5	45
3118	A5	46
3123	A5	46
3128	A5	46
3145	A5	46
3146	A5	46
3148	A5	46
3163	A5	46
3198	A5	46
3245	A5	46
3257	A5	46
3260	A5	46
3262	A5	46
3743	A5	46
4558	A5	46
3150	A5	47
3152	A5	47
3325	A5	47
3760	A5	47
13629	A5	47
61	A5	48
3124	A5	48
3130	A5	48
3174	A5	48
3213	A5	48
3214	A5	48
3218	A5	48
3222	A5	48
3224	A5	48
3225	A5	48
3231	A5	48
3233	A5	48
3234	A5	48
3258	A5	48
3259	A5	48
3263	A5	48
3745	A5	48
3113	A5	49
3153	A5	49
3177	A5	49
3180	A5	49
3194	A5	49
3199	A5	49
3251	A5	49
3712	A5	49
3713	A5	49
3759	A5	49
13630	A5	49
3144	A5	50
3158	A5	50
3160	A5	50
3173	A5	50
3221	A5	50
3246	A5	50
3247	A5	50
3261	A5	50
13398	A5	50
3139	A5	51
3169	A5	51
3182	A5	51
3187	A5	51
3197	A5	51
3249	A5	51
3254	A5	51
3295	A5	51
3352	A5	51
3114	A5	52
3155	A5	52
3161	A5	52
3176	A5	52
3193	A5	52
3195	A5	52
3229	A5	52
3236	A5	52
3272	A5	52
3275	A5	52
3716	A5	52
3718	A5	52
3719	A5	52
5379	A5	52
3141	A5	53
3203	A5	53
3207	A5	53
3209	A5	53
3212	A5	53
3219	A5	53
3252	A5	53
3269	A5	53
3302	A5	53
3311	A5	53
3147	A5	54
3250	A5	54
3253	A5	54
3255	A5	54
3266	A5	54
3273	A5	54
3283	A5	54
3296	A5	54
3305	A5	54
3138	A5	55
3189	A5	55
3227	A5	55
3232	A5	55
3235	A5	55
3271	A5	55
3286	A5	55
3293	A5	55
3298	A5	55
3300	A5	55
3301	A5	55
3326	A5	55
7035	A5	55
3156	A5	56
3192	A5	56
3196	A5	56
3201	A5	56
3204	A5	56
3205	A5	56
3210	A5	56
3284	A5	56
3285	A5	56
3303	A5	56
4003	A5	56
3127	A5	57
3211	A5	57
3228	A5	57
3230	A5	57
3248	A5	57
3265	A5	57
3281	A5	57
3282	A5	57
3294	A5	57
3306	A5	57
3308	A5	57
3354	A5	57
3453	A5	57
8901	A5	57
3188	A5	58
3256	A5	58
3276	A5	58
3280	A5	58
3289	A5	58
3304	A5	58
3315	A5	58
3316	A5	58
3318	A5	58
3319	A5	58
3327	A5	58
3333	A5	58
3338	A5	58
3310	A5	59
3329	A5	59
3348	A5	59
7041	A5	59
13656	A5	59
3307	A5	60
3312	A5	60
3313	A5	60
3314	A5	60
3323	A5	60
3328	A5	60
3336	A5	60
3355	A5	60
10585	A5	60
3166	A5	61
3309	A5	61
3320	A5	61
3330	A5	61
3342	A5	61
3343	A5	61
3351	A5	61
3363	A5	61
3267	A5	62
3340	A5	62
3341	A5	62
3365	A5	62
3366	A5	62
3370	A5	62
7042	A5	62
3208	A5	63
3217	A5	63
3270	A5	63
3335	A5	63
3353	A5	63
3717	A5	63
3223	A5	64
3226	A5	64
3291	A5	64
3331	A5	64
3347	A5	64
3357	A5	64
3377	A5	64
3406	A5	64
11658	A5	64
3290	A5	65
3339	A5	65
3362	A5	65
3388	A5	65
3409	A5	65
3344	A5	66
3345	A5	66
3349	A5	66
3359	A5	66
3395	A5	66
3435	A5	66
9817	A5	66
3376	A5	67
3399	A5	67
3403	A5	67
11662	A5	67
3244	A5	68
3358	A5	68
3392	A5	68
3400	A5	68
3402	A5	68
3422	A5	68
3364	A5	69
3374	A5	69
3385	A5	69
3390	A5	69
3404	A5	69
3411	A5	69
3412	A5	69
3324	A5	70
3371	A5	70
3391	A5	70
3405	A5	70
12664	A5	70
3360	A5	71
3368	A5	71
3378	A5	71
